tag,near_synonyms
belt,"sash, ammunition_belt, arm_belt, chain_belt, championship_belt, chastity_belt, belt_buckle, chest_belt, condom_belt, garter_belt, hair_belt, hat_belt, high-waist_belt, lace-trimmed_garter_belt, leather_belt, leg_belt, loose_belt, martial_arts_belt, metal_belt, o-ring_belt, open_belt, panties_over_garter_belt, rider_belt, rope_belt, sam_browne_belt, shoulder_belt, skull_belt, spiked_belt, striped_belt, studded_belt, tail_belt, thigh_belt, tool_belt, unworn_belt, utility_belt, wrist_belt, bandolier, belt_skirt, multiple_belts, naked_belt"
belt_buckle,"buckle, belt"
belt_skirt,"skirt, belt"
belue_berry,berry_(pokemon)
ben-day_dots,screentones
bench,"park_bench, wooden_bench"
beretta_93r,handgun
beretta_ar70/90,assault_rifle
beretta_m12,submachine_gun
beretta_model_38,submachine_gun
beretta_px4,handgun
berry_(pokemon),"aspear_berry, bluk_berry, cheri_berry, chesto_berry, grepa_berry, leppa_berry, lum_berry, nanab_berry, oran_berry, pecha_berry, pinap_berry, rawst_berry, razz_berry, sitrus_berry, tamato_berry"
berserker_armor,armor
between_breasts,"breasts, arm_between_breasts, card_between_breasts, clothes_between_breasts, head_between_breasts, hose_between_breasts, strap_between_breasts, weapon_between_breasts"
between_fingers,"knives_between_fingers, ofuda_between_fingers, holding, card_between_fingers, needles_between_fingers"
between_legs,"cat_between_legs, hand_between_own_legs, tail_between_legs"
between_pectorals,"pectorals, head_between_pecs, necktie_between_pectorals, pecjob"
between_toes,"toes, fingers_between_toes"
bib,frilled_bib
bicorne,hat
bicycle,"bmx_bike, cruiser_bicycle, folding_bicycle, mountain_bicycle, on_bicycle, penny-farthing, pushing_bicycle, recumbent_bicycle, road_bicycle, tandem_bicycle"
bicycle_helmet,helmet
bike_shorts,"shorts, bike_shorts_under_shorts, torn_bike_shorts, bike_shorts_pull, bike_shorts_under_skirt, panties_over_bike_shorts, panties_under_bike_shorts, striped_bike_shorts"
bike_shorts_pull,"shorts_pull, bike_shorts"
bike_shorts_under_skirt,"skirt, shorts_under_skirt, bike_shorts"
bikesuit,"biker_clothes, bodysuit"
bikini,"american_flag_bikini, bow_bikini, camouflage_bikini, checkered_bikini, one-piece_swimsuit, swimsuit, bikini_bottom_only, bikini_tug, cow_print_bikini, cross-laced_bikini, cupless_bikini, eyepatch_bikini, flag_print_bikini, floral_print_bikini, frilled_bikini, fur-trimmed_bikini, fur_bikini, german_flag_bikini, highleg_bikini, lace-trimmed_bikini, layered_bikini, leopard_print_bikini, loose_bikini, lowleg_bikini, maid_bikini, micro_bikini, miku_collar_bikini, mismatched_bikini, multi-strapped_bikini_bottom, o-ring_bikini, off-shoulder_bikini, plaid_bikini, polka_dot_bikini, print_bikini, ribbon-trimmed_bikini, ruffle_bikini, sailor_bikini, santa_bikini, see-through_bikini, shell_bikini, side-tie_bikini_bottom, sports_bikini, star_print_bikini, strapless_bikini, string_bikini, striped_bikini, thong_bikini, torn_bikini, undone_bikini, untied_bikini_bottom, unworn_bikini, unworn_bikini_bottom, vertical-striped_bikini, zipper_bikini, bikini_bottom_aside, bikini_skirt, bikini_top_only, bikini_under_clothes, front-tie_bikini_top"
bikini_bottom_aside,"bikini, clothing_aside"
bikini_bottom_lift,bikini
bikini_bottom_pull,"bikini, clothes_pull"
bikini_bottom_under_shorts,"shorts, bikini_under_clothes"
bikini_jeans,"jeans, lowleg_pants"
bikini_shorts,"shorts, bikini"
bikini_skirt,"skirt, bikini"
bikini_tan,"tan, tanlines"
bikini_top_aside,bikini
bikini_top_lift,"bikini, clothes_lift"
bikini_top_pull,"bikini, clothes_pull"
bikini_top_under_shirt,"shirt, bikini_under_clothes"
bikini_under_clothes,"bikini, bikini_bottom_under_shorts, bikini_top_under_shirt"
bikini_under_skirt,skirt
binaural_microphone,"microphone, neumann_ku_100"
binds_(e.g.o),e.g.o_(project_moon)
biplane,"airplane, fairey_swordfish"
bird,"simple_bird, stuffed_bird, bird_on_hand, bird_on_head, bird_on_shoulder, chick, chicken, crow, dove, duck, eagle, owl, parrot, penguin, pigeon, seagull, sparrow"
bird's_eye_view,from_above
bird_of_paradise_flower,flower
bird_on_arm,"animal_on_arm, bird"
bird_on_head,"on_head, animal_on_head, bird"
bird_on_shoulder,"on_shoulder, animal_on_shoulder, bird"
bird_tattoo,tattoo
biretta,hat
birthmark,joestar_birthmark
bite_mark,"bite_mark_on_arm, bite_mark_on_ass, bite_mark_on_back, bite_mark_on_breast, bite_mark_on_ear, bite_mark_on_face, bite_mark_on_hand, bite_mark_on_neck, bite_mark_on_shoulder, bite_mark_on_stomach, bite_mark_on_thigh"
bite_mark_on_shoulder,"on_shoulder, bite_mark"
biting,"biting_another's_finger, biting_another's_hand, biting_another's_tail, biting_breast, biting_cheek, biting_clothes, biting_ear, biting_glove, biting_head, biting_neck, biting_nipple, biting_own_finger, biting_own_tail, biting_penis, nail_biting"
biting_another's_arm,biting
biting_another's_lip,biting
biting_another's_tail,"biting, tail"
biting_another's_tongue,biting
biting_antenna,biting
biting_ass,biting
biting_glove,"biting, gloves"
biting_hat,biting
biting_nipple,"biting, nipple_stimulation"
biting_own_arm,biting
biting_own_finger,"biting, biting_own_thumb"
biting_own_tail,"biting, tail"
biting_penis,"biting, biting_foreskin"
biting_sheet,biting
biting_testicles,"biting, testicles"
bitten_apple,"apple, food_bite"
black_ankle_cuffs,ankle_cuffs
black_ankleband,ankleband
black_apple,apple
black_apron,apron
black_arm_garter,arm_garter
black_armlet,armlet
black_armor,armor
black_assault_visor,assault_visor
black_bag,bag
black_bandages,bandages
black_bat_costume,bat_costume
black_bathrobe,bathrobe
black_beak,beak
black_bear,bear
black_beard,beard
black_belt,belt
black_bike_shorts,bike_shorts
black_bikini,bikini
black_bird,bird
black_blanket,blanket
black_bodice,bodice
black_bodystocking,bodystocking
black_bodysuit,bodysuit
black_bolo_tie,bolo_tie
black_boots,boots
black_bow,"bow, black_bowtie"
black_bowtie,"black_bow, bowtie"
black_box,box
black_bra,bra
black_bracer,bracer
black_carapace,carapace
black_cardigan,cardigan
black_carnation,carnation
black_carpet,carpet
black_cat_clothes_(zelda),cat_clothes_(zelda)
black_cat_day,cat_day
black_chaps,chaps
black_choker,choker
black_circle,circle
black_claws,claws
black_coat,coat
black_coif,coif
black_credit_card,credit_card
black_cuff_links,cuff_links
black_culottes,culottes
black_dougi,dougi
black_dragon,dragon
black_dress,dress
black_duck,duck
black_facepaint,facepaint
black_feather_boa,feather_boa
black_feet,feet
black_fish,fish
black_flower,"flower, black_rose, black_tulip"
black_forest_cake,cake
black_friday,friday
black_gauntlets,gauntlets
black_gloves,gloves
black_goldfish,goldfish
black_gorget,gorget
black_gown,gown
black_grass,grass
black_gravios_(armor),gravios_(armor)
black_hair_bonnet,hair_bonnet
black_hairband,hairband
black_halo,halo
black_hammer,hammer
black_hat,hat
black_headdress,headdress
black_helm,helm
black_helmet,helmet
black_hole,hole
black_hood,hood
black_hoodie,hoodie
black_hornbill,hornbill
black_horns,horns
black_horse,horse
black_jacket,jacket
black_jeogori,jeogori
black_jersey,jersey
black_kimono,kimono
black_lace_trim,lace_trim
black_leash,leash
black_leotard,leotard
black_lightning,lightning
black_lightsaber,lightsaber
black_lips,lips
black_liquid,liquid
black_loincloth,loincloth
black_lotus,lotus
black_market,market
black_mask,mask
black_materia,materia
black_necktie,necktie
black_nose,nose
black_one-piece_swimsuit,one-piece_swimsuit
black_oni,oni
black_overskirt,overskirt
black_pajamas,pajamas
black_pansy,pansy
black_panties,panties
black_pants,pants
black_pantyhose,pantyhose
black_pearl,pearl
black_poncho,poncho
black_pudding,pudding
black_pussy,pussy
black_rain,rain
black_raincoat,raincoat
black_ribbon,ribbon
black_rose,"black_flower, rose"
black_rukh_(magi),rukh_(magi)
black_saliva,saliva
black_sand,sand
black_scales,scales
black_scapular,scapular
black_scarf,scarf
black_sea_bass,sea_bass
black_sheep,sheep
black_shirt,shirt
black_shorts,shorts
black_singlet,singlet
black_skirt,skirt
black_skull,skull
black_smoke,smoke
black_snake,snake
black_soccer_ball,soccer_ball
black_socks,socks
black_spider_lily,spider_lily
black_sun,sun
black_surgical_mask,surgical_mask
black_swan_(e.g.o),e.g.o_(project_moon)
black_sweater,sweater
black_swim_trunks,swim_trunks
black_tail,tail
black_tailcoat,tailcoat
black_tears,tears
black_thighhighs,thighhighs
black_thighlet,thighlet
black_thong,thong
black_tongue,tongue
black_tulip,"black_flower, tulip"
black_umbrella,umbrella
black_undershirt,undershirt
black_unitard,unitard
black_vest,vest
black_wings,wings
blackberry_hair_ornament,food-themed_hair_ornament
blackjack_table,table
blanket,"holding_blanket, plaid_blanket, quilt"
blaser_r93,"bolt_action, sniper_rifle"
blazer,"jacket, coat, unworn_blazer"
blind_rage_(e.g.o),e.g.o_(project_moon)
blindfold,"colored_blindfold, no_blindfold, blindfold_mask, blindfold_lift, blindfold_slip"
blindfold_mask,"mask, blindfold, half_blindfold_mask"
blonde_armpit_hair,armpit_hair
blonde_beard,beard
blood,"colored_blood, pool_of_blood, wiping_blood, blood_drip, blood_on_ground, blood_on_wall, blood_splatter, blood_spray, blood_stain, iron_blood_(emblem), bleeding, blood_from_eyes, blood_from_mouth, blood_in_hair, blood_on_arm, blood_on_clothes, blood_on_face, blood_on_hand, blood_on_knife, blood_on_weapon, nosebleed"
blood_bag,blood
blood_drop,blood
blood_from_forehead,"forehead, blood"
blood_from_mouth,"blood, spitting_blood"
blood_halo,"halo, blood, liquid_halo"
blood_in_mouth,blood
blood_on_axe,"axe, blood"
blood_on_bandages,"bandages, blood"
blood_on_breasts,"breasts, blood"
blood_on_chest,blood
blood_on_clothes,"blood, blood_on_dress"
blood_on_dress,"blood_on_clothes, dress"
blood_on_eyewear,blood
blood_on_feet,blood
blood_on_knife,"blood, knife"
blood_on_leg,blood
blood_on_mouth,blood
blood_on_neck,blood
blood_on_panties,"blood, panties"
blood_on_teeth,"blood, teeth"
blood_on_weapon,"blood, weapon"
blood_writing,blood
bloody_handprints,handprint
bloody_wings,"blood, wings"
bloomers,"black_bloomers, bloomers_around_one_leg, bloomers_on_head, bloomers_pull, bow_bloomers, crotchless_bloomers, holding_bloomers, panties_under_bloomers, pink_bloomers, polka_dot_bloomers, print_bloomers, ribbon-trimmed_bloomers, unworn_bloomers, wet_bloomers, white_bloomers"
bloomers_on_head,"bloomers, object_on_head"
blouse,"shirt, t-shirt, unworn_blouse"
blue_ankle_cuffs,ankle_cuffs
blue_ankleband,ankleband
blue_anklet,anklet
blue_anus,anus
blue_apple,apple
blue_apron,apron
blue_arm_garter,arm_garter
blue_arm_warmers,arm_warmers
blue_armlet,armlet
blue_armor,armor
blue_armpit_hair,armpit_hair
blue_assault_visor,assault_visor
blue_aura,aura
blue_bag,bag
blue_bandages,bandages
blue_bathrobe,bathrobe
blue_beak,beak
blue_belt,belt
blue_bike_shorts,bike_shorts
blue_bikini,bikini
blue_bird,bird
blue_bloomers,bloomers
blue_blush,blush
blue_bodice,bodice
blue_bodysuit,bodysuit
blue_bone,bone
blue_boots,boots
blue_bow,"bow, blue_bowtie"
blue_bowtie,"blue_bow, bowtie"
blue_bra,bra
blue_camisole,camisole
blue_capelet,capelet
blue_carapace,carapace
blue_cardigan,cardigan
blue_carnation,carnation
blue_carpet,carpet
blue_cat,cat
blue_chaps,chaps
blue_checkmark,checkmark
blue_cheese,cheese
blue_cherry,cherry
blue_chicken,chicken
blue_choker,choker
blue_circle,circle
blue_claws,claws
blue_coat,coat
blue_coif,coif
blue_crab,crab
blue_culottes,culottes
blue_dog,dog
blue_dougi,dougi
blue_dress,dress
blue_epaulettes,epaulettes
blue_facepaint,facepaint
blue_feather_boa,feather_boa
blue_flag,flag
blue_flower,"flower, blue_pansy, blue_rose, blue_spider_lily, blue_tulip"
blue_gakuran,gakuran
blue_garter_belt,garter_belt
blue_gerbera,gerbera
blue_gloves,gloves
blue_grass,grass
blue_hairband,hairband
blue_halo,halo
blue_hat,hat
blue_hawaii,hawaii
blue_headdress,headdress
blue_helmet,helmet
blue_hood,hood
blue_hoodie,hoodie
blue_horns,horns
blue_horse,horse
blue_icing,icing
blue_ink,ink
blue_jacket,jacket
blue_jeogori,jeogori
blue_jingasa,jingasa
blue_kimono,kimono
blue_lagoon,lagoon
blue_leaf,leaf
blue_leotard,leotard
blue_lineart,lineart
blue_lingerie,lingerie
blue_lips,lips
blue_liquid,liquid
blue_loincloth,loincloth
blue_long_sword,long_sword
blue_lotus,lotus
blue_male_underwear,male_underwear
blue_mask,mask
blue_mussel,mussel
blue_necktie,necktie
blue_nose,nose
blue_overskirt,overskirt
blue_paint,paint
blue_pajamas,pajamas
blue_pansy,"blue_flower, pansy"
blue_pantaloons,pantaloons
blue_panties,panties
blue_pants,pants
blue_pantyhose,pantyhose
blue_parka,parka
blue_pearl_(steven_universe)_(cosplay),pearl_(steven_universe)_(cosplay)
blue_pendant,pendant
blue_penis,penis
blue_pill,pill
blue_pillow,pillow
blue_plume,plume
blue_poncho,poncho
blue_potion,potion
blue_ribbon,ribbon
blue_ring,ring
blue_rose,"blue_flower, rose"
blue_sandals,sandals
blue_scales,scales
blue_scarf,scarf
blue_sex_toy,sex_toy
blue_shark,shark
blue_shirt,shirt
blue_shoes,shoes
blue_shorts,shorts
blue_skirt,skirt
blue_snake,snake
blue_socks,socks
blue_spider_lily,"blue_flower, spider_lily"
blue_spine,spine
blue_sponge,sponge
blue_strap,strap
blue_string,string
blue_surcoat,surcoat
blue_sweater,sweater
blue_swim_cap,swim_cap
blue_swim_trunks,swim_trunks
blue_sword,sword
blue_tail,tail
blue_tailcoat,tailcoat
blue_tattoo,tattoo
blue_tears,tears
blue_thighhighs,thighhighs
blue_thighlet,thighlet
blue_tiara,tiara
blue_tulip,"blue_flower, tulip"
blue_umbrella,umbrella
blue_unitard,unitard
blue_vest,vest
blue_whale,whale
blue_wildebeest,wildebeest
blue_wings,wings
blue_yuanlingpao,yuanlingpao
blueberry_hair_ornament,food-themed_hair_ornament
bluebird,bird
blunt_bangs,"parted_bangs, swept_bangs"
blurry,"blurry_background, blurry_edges, blurry_foreground, depth_of_field"
blush,"ear_blush, full-face_blush, nose_blush"
blush_stickers,single_blush_sticker
bmw_3_series,"bmw_e30, bmw_e36, bmw_e46, bmw_m3"
boar_costume,animal_costume
boar_ears,animal_ears
board_game,"chess, go_(board_game), reversi, shogi"
boat,"watercraft, on_boat, rowboat, sailboat, tugboat"
bob_cut,inverted_bob
body_freckles,"freckles, arm_freckles, ass_freckles, back_freckles, breast_freckles, chest_freckles, shoulder_freckles, thigh_freckles"
body_switch,personality_switch
bodypaint,"naked_paint, painted_clothes"
bodystocking,"fishnet_bodystocking, torn_bodystocking, bodystocking_only, see-through_bodystocking"
bodysuit,"leotard, armored_bodysuit, backless_bodysuit, collared_bodysuit, hooded_bodysuit, impossible_bodysuit, latex_bodysuit, open_bodysuit, print_bodysuit, ribbed_bodysuit, see-through_bodysuit, sleeveless_bodysuit, taut_bodysuit, torn_bodysuit, turtleneck_bodysuit, bikesuit, bodysuit_pull, bodysuit_under_clothes, wetsuit"
bolt_action,"gun, ai_arctic_warfare, arisaka, carcano, cheytac_m200, dsr-50, lee-enfield, m1903_springfield, mauser_98, mosin-nagant, p14_enfield, pgm_hecate_ii, ptrd-41, steyr_iws_2000, sv-98, welrod"
bolter,weapon
bomb,"explosive, holding_bomb, pipe_bomb, time_bomb"
bomber,"airplane, military_vehicle, dive_bomber, ju_87, torpedo_bomber"
bondage,"bdsm, bound, crotch_rope, frogtie, predicament_bondage"
bone-shaped_pupils,symbol-shaped_pupils
bonnet,"frilled_bonnet, aqua_bonnet, black_bonnet, blue_bonnet, brown_bonnet, green_bonnet, grey_bonnet, orange_bonnet, pink_bonnet, purple_bonnet, red_bonnet, white_bonnet, yellow_bonnet"
book,"book_focus, book_on_head, book_on_lap, book_stack, cookbook, floating_book, grimoire, holding_book, on_book, open_book, picture_book, pile_of_books, sitting_on_book, textbook, too_many_books"
book_on_head,"on_head, book, object_on_head"
book_to_mouth,book
bookmark,holding_bookmark
boonie_hat,hat
boots,"ankle_boots, high_heels, loafers, sandals, shoes, sneakers, armored_boots, belt_boots, combat_boots, cowboy_boots, fold-over_boots, frilled_boots, fur-trimmed_boots, fur_boots, high_heel_boots, knee_boots, lace-up_boots, latex_boots, leather_boots, open-toe_boots, platform_boots, pointy_boots, print_boots, rubber_boots, spiked_boots, thigh_boots, thighhighs_under_boots, unworn_boots, winged_boots"
borchardt_c-93,handgun
border,"black_border, blue_border, brown_border, fading_border, green_border, grey_border, ornate_border, pink_border, plaid_border, purple_border, red_border, round_border, transparent_border, white_border, yellow_border"
bottle,"baby_bottle, beer_bottle, holding_bottle, in_bottle, milk_bottle, perfume_bottle, sake_bottle, soda_bottle, sports_bottle, spray_bottle, water_bottle, wine_bottle"
bougainvillea_(flower),flower
bound,"bondage, bound_arms, bound_calves, bound_feet, bound_fingers, bound_knees, bound_legs, bound_thighs, bound_toes, bound_torso, bound_wings, bound_wrists, ribbon_bondage, tape_bondage, tied_up_(nonsexual)"
bound_legs,"legs, bound"
bound_thighs,"thighs, bound"
bound_toes,"toes, bound"
bow,"ankle_bow, argyle_bow, back_bow, checkered_bow, hair_bow, ribbon, bow_(music), chest_bow, diagonal-striped_bow, dress_bow, ear_bow, footwear_bow, frilled_bow, glove_bow, hat_bow, horn_bow, huge_bow, lace-trimmed_bow, large_bow, plaid_bow, polka_dot_bow, print_bow, ribbon-trimmed_bow, scarf_bow, shirt_bow, skirt_bow, sleeve_bow, striped_bow, tail_bow, thigh_bow, waist_bow, wrist_bow, bow_bra, bow_panties, bowtie"
bow_(music),"bow, holding_bow_(music)"
bow_(weapon),"weapon, compound_bow, holding_bow_(weapon), ice_bow, yumi_(bow)"
bow_bikini,"bikini, bow"
bow_bloomers,"bloomers, bow"
bow_bra,"bra, bow"
bow_choker,"choker, bow"
bow_earrings,"earrings, bow"
bow_panties,"panties, bow"
bowed_wings,wings
bowing,ojigi_(bowing)
bowl,"bowl_hat, glass_bowl, holding_bowl, pet_bowl, rice_bowl"
bowl_hat,"hat, bowl"
bowtie,"checkered_bowtie, diagonal-striped_bowtie, loose_bowtie, necktie, plaid_bowtie, polka_dot_bowtie, print_bowtie, striped_bowtie, traditional_bowtie, undone_bowtie, unworn_bowtie, bow, black_bowtie, blue_bowtie, pink_bowtie, purple_bowtie, red_bowtie, white_bowtie"
box,"box_of_chocolates, cardboard_box, dick_in_a_box, donation_box, gift_box, heart-shaped_box, holding_box, in_box, mikan_box, on_box"
box_art,fake_box_art
box_grater,grater
br55,"battle_rifle, bullpup"
bra,"adjusting_bra, belt_bra, bow_bra, cupless_bra, panties, underwear, bra_peek, bra_strap, embroidered_bra, floral_print_bra, frilled_bra, front-fastening_bra, front-hook_bra, front-tie_bra, lace-trimmed_bra, lace_bra, leopard_print_bra, micro_bra, no_bra, open_bra, organic_bra, plaid_bra, polka_dot_bra, print_bra, removing_bra, ribbon-trimmed_bra, ribbon_as_bra, see-through_bra, sports_bra, strapless_bra, string_bra, striped_bra, torn_bra, training_bra, unworn_bra, vertical-striped_bra, bra_lift, bra_pull"
bra_lift,"sports_bra_lift, bra, clothes_lift"
bra_on_head,"bra, object_on_head"
bra_pull,"bra, clothes_pull"
bracelet,"bead_bracelet, chain_bracelet, earrings, flower_bracelet, necklace, pearl_bracelet, spiked_bracelet, studded_bracelet, jewelry, bangle, fur_bracelet, gold_bracelet, heart_bracelet, leaf_bracelet, multiple_bracelets, silver_bracelet, star_bracelet"
braid,"crown_braid, half_crown_braid, half_up_braid, nape_braid, single_braid, twintails, half_up_half_down_braid, ribbon_in_braid, short_braid, side_braid, very_long_braid, braided_bangs, braided_base, braided_bun, braided_hair_rings, braided_ponytail, braided_twintails, low-braided_long_hair, multiple_braids, side_braids, twin_braids"
